rank,name,value,brand,prices,lastValue,month,
15,海豹,18740,比亚迪,20.98 - 28.68,9199,9
16,东风风神E70,18724,东风乘用车,14.28 - 15.38,16102,9
17,ZEEKR 001,18395,极氪,29.90 - 38.60,15442,9
18,驱逐舰05,18212,比亚迪,11.98 - 15.58,17826,9
19,QQ冰淇淋,15795,奇瑞新能源,3.99 - 5.75,17266,9
20,东风EV新能源EX1,15016,东风汽车,5.57 - 6.27,9707,9
21,赛那SIENNA,14485,广汽丰田,30.98 - 40.58,14677,9
22,哪吒U,12365,合众汽车,12.38 - 18.58,11851,9
23,皇冠陆放,12362,一汽丰田,27.58 - 35.28,11474,9
24,问界M5,12164,金康赛力斯,25.98 - 33.18,22192,9
25,欧拉好猫,12156,长城新能源,12.99 - 17.10,15204,9
26,几何A,12008,几何汽车,12.68 - 20.78,12202,9
27,启辰D60EV,10989,东风启辰,12.98 - 17.88,8956,9
28,花仙子,10076,江汽集团,6.69 - 9.09,11406,9
29,问界M7,9972,金康赛力斯,31.98 - 37.98,10082,9
30,零跑T03,9644,零跑汽车,7.39 - 8.99,12328,9
31,红旗E-QM5,9585,一汽红旗,12.28 - 23.98,8616,9
32,骏行,8750,国金汽车,15.98 - 15.98,7920,9
33,北京EU5,7946,BEIJING汽车,12.99 - 17.19,0,9
34,枫叶80V,7742,睿蓝汽车,8.98 - 15.98,7034,9
35,几何E,7210,几何汽车,8.68 - 13.18,12034,9
36,ID.4 CROZZ,7127,一汽-大众,18.73 - 28.73,11748,9
37,帝豪L 雷神Hi·P,7056,吉利汽车,12.98 - 16.88,11300,9
38,小鹏P7,6738,小鹏汽车,23.99 - 28.59,10379,9
39,荣威Ei5,6693,上汽集团,13.98 - 15.38,6682,9
40,零跑C11,6557,零跑汽车,17.98 - 23.98,10675,9
41,蔚来ET7,5976,蔚来,44.80 - 52.60,6054,9
42,秦新能源,5932,比亚迪,12.99 - 20.99,7280,9
43,ID.6 CROZZ,5849,一汽-大众,23.98 - 33.69,6205,9
44,宝骏KiWi EV,5655,上汽通用五菱,7.78 - 11.38,9446,9
45,蔚来ES6,5477,蔚来,36.80 - 55.40,8014,9
46,AION V,5303,广汽埃安,18.76 - 26.98,6511,9
47,帝豪新能源,5249,吉利新能源,13.58 - 16.18,0,9
48,几何C,5224,几何汽车,12.98 - 20.78,6229,9
49,悦虎,5038,大运汽车,7.18 - 8.28,0,9
50,宝马iX3,5029,华晨宝马,39.99 - 43.99,0,9
1,宋PLUS新能源,56843,比亚迪,15.28 - 21.68,103318,10
2,宏光MINIEV,47868,上汽通用五菱,3.28 - 9.99,92579,10
3,Model Y,41488,特斯拉中国,31.69 - 41.79,93290,10
4,秦PLUS,32195,比亚迪,11.18 - 17.58,68253,10
5,汉,31614,比亚迪,21.48 - 32.98,63111,10
6,Model 3,30216,特斯拉中国,26.67 - 33.99,61549,10
7,元PLUS,27548,比亚迪,13.78 - 16.58,50617,10
8,海豚,25336,比亚迪,10.28 - 13.08,50292,10
9,唐新能源,17161,比亚迪,20.58 - 33.98,32219,10
10,长安Lumin,13235,长安汽车,4.89 - 6.39,24502,10
11,AION Y,12615,广汽埃安,13.76 - 20.26,26023,10
12,哪吒V,11721,合众汽车,7.99 - 12.38,23656,10
13,海豹,11267,比亚迪,20.98 - 28.68,18740,10
14,东风EV新能源EX1,10785,东风汽车,5.57 - 6.27,15016,10
15,ZEEKR 001,10119,极氪,29.90 - 38.60,18395,10
16,东风风神E70,10032,东风乘用车,14.28 - 15.38,18724,10
17,小蚂蚁,9940,奇瑞新能源,7.39 - 9.40,19232,10
18,理想L9,9181,理想,45.98 - 45.98,19304,10
19,驱逐舰05,9111,比亚迪,11.98 - 15.58,18212,10
20,QQ冰淇淋,7145,奇瑞新能源,3.99 - 5.75,15795,10
21,问界M5,6812,金康赛力斯,25.98 - 33.18,12164,10
22,赛那SIENNA,6661,广汽丰田,30.98 - 40.58,14485,10
23,哪吒U,6295,合众汽车,12.38 - 18.58,12365,10
24,启辰D60EV,5784,东风启辰,12.98 - 17.88,10989,10
25,几何A,5701,几何汽车,12.68 - 20.78,12008,10
26,皇冠陆放,5667,一汽丰田,27.58 - 35.28,12362,10
27,问界M7,5226,金康赛力斯,31.98 - 37.98,9972,10
28,欧拉好猫,5057,长城新能源,12.99 - 17.10,12156,10
29,红旗E-QM5,5024,一汽红旗,12.28 - 23.98,9585,10
30,北京EU5,4667,BEIJING汽车,12.99 - 17.19,7946,10
31,骏行,4550,国金汽车,15.98 - 15.98,8750,10
32,花仙子,4176,江汽集团,6.69 - 9.09,10076,10
33,枫叶80V,3648,睿蓝汽车,8.98 - 15.98,7742,10
34,零跑T03,3564,零跑汽车,7.39 - 8.99,9644,10
35,ID.4 CROZZ,3557,一汽-大众,18.73 - 28.73,7127,10
36,荣威Ei5,3156,上汽集团,13.98 - 15.38,6693,10
37,宝马iX3,3103,华晨宝马,39.99 - 43.99,5029,10
38,蔚来ET7,3048,蔚来,44.80 - 52.60,5976,10
39,ID.4 X,3034,上汽大众,18.93 - 28.63,0,10
40,ID.6 CROZZ,2944,一汽-大众,23.98 - 33.69,5849,10
41,蔚来ES7,2814,蔚来,46.80 - 54.80,0,10
42,逸动新能源,2773,长安汽车,12.99 - 15.99,0,10
43,帝豪新能源,2742,吉利新能源,13.58 - 16.18,5249,10
44,AION V,2671,广汽埃安,18.76 - 26.98,5303,10
45,悦虎,2640,大运汽车,7.18 - 8.28,5038,10
46,几何C,2631,几何汽车,12.98 - 20.78,5224,10
47,宝骏KiWi EV,2539,上汽通用五菱,7.78 - 11.38,5655,10
48,宝马i3,2498,华晨宝马,34.99 - 34.99,0,10
49,东风本田M-NV,2493,东风本田,14.98 - 15.98,0,10
50,秦新能源,2475,比亚迪,12.99 - 20.99,5932,10
